,train_loss_act,train_loss_loc,train_acc_act,train_acc_loc,test_loss_act,test_loss_loc,test_acc_act,test_acc_loc
0,2.126258590315405,2.085430610137174,15.14336917562724,11.469534050179211,1.9301319396753105,4.452474443174952,14.748201438848922,9.352517985611511
1,1.8270119150906907,1.2139756876080694,17.025089605734767,8.512544802867383,1.9639230837924875,9.714547740469733,16.906474820143885,8.992805755395683
2,1.779933573951858,1.0890124262874699,17.293906810035843,6.630824372759856,1.8132561882622809,8.98383951530182,16.18705035971223,6.115107913669065
3,1.7305952639562683,0.935992900615952,24.10394265232975,33.422939068100355,1.7880920163161462,2.736782650295779,21.58273381294964,28.776978417266186
4,1.6331204786950115,0.7948183381002009,23.835125448028673,32.795698924731184,1.766994805644742,1.8490257949280224,21.58273381294964,28.057553956834532
5,1.5866521883181774,0.7209861919444095,30.28673835125448,41.12903225806452,1.8463424023964423,2.538946261508859,26.97841726618705,41.007194244604314
6,1.5237883427664372,0.7818455439741894,21.863799283154123,34.76702508960574,2.993554094712511,4.810942505761016,21.58273381294964,33.81294964028777
7,1.397336173655739,0.6275329384752499,29.480286738351253,22.043010752688172,1.8899518843177412,7.77949243998356,29.136690647482013,21.223021582733814
8,1.3359981591556234,0.5935462042422277,31.72043010752688,47.939068100358426,1.835857418801287,2.4303993526980174,34.172661870503596,47.12230215827338
9,1.25301756226461,0.40801468203144686,41.666666666666664,63.35125448028674,1.5179995598552896,1.7921657425036532,38.489208633093526,61.510791366906474
10,1.1109579147831086,0.33893085124244826,50.448028673835125,65.68100358422939,1.3376736126357702,1.1980209144756948,44.96402877697842,66.18705035971223
11,1.0182120073653464,0.283991032603821,54.56989247311828,71.32616487455198,1.283943711424903,1.2519335643850642,49.280575539568346,70.50359712230215
12,0.9616364236373628,0.311342646144197,52.77777777777778,65.14336917562724,1.433181913636571,1.5368955598460685,45.68345323741007,62.23021582733813
13,0.9311230157011299,0.2890077098723381,28.942652329749105,32.61648745519713,2.4195717255846203,6.43223725462989,26.97841726618705,33.45323741007194
14,0.8352689435405116,0.21773328063308553,50.53763440860215,68.27956989247312,1.4483141658975065,1.1609178618561449,49.280575539568346,67.62589928057554
15,0.8256893294686485,0.2081033593864851,67.92114695340501,85.66308243727599,1.007126067182143,0.4552333663693435,60.07194244604317,81.65467625899281
16,0.7498541049205274,0.17007532341933165,41.666666666666664,50.448028673835125,2.3861089678977034,3.751729924044163,37.05035971223022,50.0
17,0.7005572643758575,0.1826106126163168,62.992831541218635,61.738351254480285,1.2620059260361487,1.319341810487157,56.115107913669064,57.9136690647482
18,0.6479987653780155,0.18760016827600404,67.74193548387096,76.7921146953405,1.0877577966923335,0.599694709983661,60.79136690647482,75.53956834532374
19,0.5697967501951375,0.14829378657870823,56.541218637992834,71.68458781362007,1.766908199667073,1.6104424565816098,51.798561151079134,67.98561151079137
20,0.5740819131174395,0.13262346653955384,66.48745519713262,80.82437275985663,1.196918751696031,0.9400582073403777,60.79136690647482,76.97841726618705
21,0.49655851411990365,0.13077299996516184,63.799283154121866,71.50537634408602,1.3566220269786369,1.8227966226262153,55.39568345323741,68.70503597122303
22,0.42654516363656647,0.12003203959447936,59.946236559139784,54.48028673835125,1.3246789630368458,1.5536746772930776,55.03597122302158,51.43884892086331
23,0.4643388392677444,0.13762999563661527,63.799283154121866,78.94265232974911,1.5840417875660409,1.4840280683778173,55.39568345323741,75.89928057553956
24,0.40263768678070394,0.10465293887695531,51.702508960573475,61.64874551971326,1.910958976196728,2.418277479761796,46.76258992805755,58.992805755395686
25,0.3899964363344254,0.10941358962793932,61.111111111111114,82.43727598566308,1.670850287238471,1.2458133148632462,52.51798561151079,80.2158273381295
26,0.33681245858524006,0.10282177651654863,85.57347670250896,94.35483870967742,0.723397229215224,0.23699561812037187,74.10071942446044,91.72661870503597
27,0.3269748944108204,0.09839238829937459,85.75268817204301,91.84587813620071,0.7210014501063944,0.2919706946654285,74.46043165467626,87.76978417266187
28,0.26540971400489943,0.09114373285710597,76.7921146953405,84.58781362007169,1.0068304212830907,0.4867448721000617,67.98561151079137,80.93525179856115
29,0.2646988079112063,0.09051079049332594,77.59856630824373,83.78136200716845,1.1872948673989276,0.6105015260710133,66.18705035971223,81.65467625899281
30,0.22087750383602675,0.08531036300043907,68.99641577060932,69.71326164874552,1.4962991210196515,1.5253789888011466,63.30935251798561,66.90647482014388
31,0.20649956460494723,0.0878342719060973,85.48387096774194,92.74193548387096,0.8687699715868175,0.22489234354856202,71.94244604316546,92.80575539568345
32,0.23680725405293127,0.09602588009236107,75.80645161290323,80.19713261648745,1.090368037601169,0.7003106762179367,66.90647482014388,79.13669064748201
33,0.17927894113738904,0.08460875352223714,68.45878136200717,81.89964157706093,1.6720197252232394,1.2061073111115599,57.9136690647482,79.13669064748201
34,0.15959324973458458,0.06393272859648565,73.5663082437276,69.9820788530466,1.4360454648518735,1.3832210156557372,66.18705035971223,66.90647482014388
35,0.20525612540569785,0.10260034291120412,89.33691756272401,93.45878136200717,0.6826682219402396,0.23209728268410662,75.53956834532374,92.80575539568345
36,0.13471802502977379,0.0746760804166076,79.56989247311827,93.9068100358423,1.1379686688347685,0.278104653461374,68.70503597122303,90.64748201438849
37,0.1560467152612611,0.07729246411272274,80.46594982078852,91.93548387096774,1.0646163199445327,0.3009378644202253,70.50359712230215,87.76978417266187
38,0.15700017765004148,0.08588490135780799,70.25089605734767,65.23297491039426,1.654901826982018,1.8147334366393604,64.02877697841727,59.71223021582734
39,0.11685538975568655,0.06383257142959102,92.29390681003584,94.6236559139785,0.6802121632390743,0.1906120691368048,78.41726618705036,94.24460431654676
40,0.10119310331173695,0.05991638219484719,98.74551971326164,98.74551971326164,0.4482712076722289,0.11148301453041516,83.81294964028777,96.0431654676259
41,0.09214196752049163,0.052925056881374784,86.37992831541219,89.42652329749104,1.0080313202288511,0.36910891018325476,72.3021582733813,89.20863309352518
42,0.13006723397094289,0.07369059431082886,79.56989247311827,80.64516129032258,1.0887444894090832,0.8208620869856087,68.34532374100719,79.85611510791367
43,0.10683698038901052,0.07315765636368891,87.00716845878136,94.80286738351255,0.948000520253353,0.20118684219799454,74.82014388489209,94.24460431654676
44,0.08288807339138454,0.051002235929598516,89.60573476702508,91.75627240143369,0.8065319936052501,0.35335984032788725,78.41726618705036,90.28776978417267
45,0.07358068719132399,0.04805162538337024,93.9068100358423,97.67025089605735,0.6268455210349543,0.1394867650467715,78.05755395683454,95.32374100719424
